# BEAST v1.8.1, r6542
# Generated Mon Feb 16 10:25:11 GMT 2015 [seed=1424082293563]
state	posterior	prior	likelihood	treeModel.rootHeight	exponential.popSize	exponential.growthRate	CP1+2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	clock.rate	CP1+2.treeLikelihood	CP3.treeLikelihood	coalescent
3339000	-12114.026472575553	-366.7195089062356	-11747.306963669318	13.049664958599436	46.41156769622638	0.14938418931314762	6.8042499583258875	12.72894254377359	0.324849038526743	0.19501271909921952	0.20150760961862915	0.2786306327554085	0.14444931197613717	2.5263484905307028	0.5371567161034565	1.9256865677930879	0.005677499520532571	-5191.07991523016	-6556.227048439158	-349.0448174212805
3340000	-12124.078561990962	-364.2028552721569	-11759.875706718805	13.123384529766437	28.565113640785032	0.06751724766838944	6.9230931194097955	11.947008141299902	0.324849038526743	0.19501271909921952	0.20150760961862915	0.2786306327554085	0.14444931197613717	1.5712621971215603	0.6422807579936891	1.7154384840126227	0.0054700131798550294	-5191.321502214867	-6568.554204503937	-349.9460133801108
3341000	-12103.125107303673	-362.7006416214351	-11740.424465682237	12.875708922351002	29.31346182515423	0.06963682155947408	7.111195899217754	12.670585528898348	0.324849038526743	0.2035283595291416	0.21032087638322472	0.2613017255608909	0.14444931197613717	1.5301491951041388	0.5395823494111045	1.9208353011777917	0.005589750231022161	-5193.610145036797	-6546.8143206454415	-348.29809672264383
3342000	-12108.423324599065	-360.88809517506616	-11747.535229423998	13.205189846822167	31.826271018873555	0.07310676444811098	7.111195899217754	12.670585528898348	0.324849038526743	0.2035283595291416	0.20086107484744709	0.2707615270966685	0.14444931197613717	2.0749967176569437	0.6128390244338789	1.7743219511322428	0.005633937654006287	-5202.024061871692	-6545.511167552307	-345.26802188978394
3343000	-12116.673128166014	-363.21641622620206	-11753.456711939813	13.024485060182762	24.684868483006372	0.06489662680188493	7.111195899217754	12.670585528898348	0.324849038526743	0.2035283595291416	0.20086107484744709	0.2707615270966685	0.14404328756345097	2.0749967176569437	0.5494942163225635	1.901011567354874	0.0055785789389525935	-5207.43713848469	-6546.0195734551235	-347.950277108066
3344000	-12104.926796615588	-358.84198845885714	-11746.084808156731	13.066643956491857	24.45426416939857	0.0628690544107064	7.111195899217754	12.670585528898348	0.324849038526743	0.2035283595291416	0.20086107484744709	0.2707615270966685	0.14404328756345097	2.0749967176569437	0.5874446076392622	1.8251107847214765	0.00592228389616058	-5207.154288525994	-6538.930519630738	-343.54040127271367
3345000	-12101.848429140444	-363.80395210226067	-11738.044477038184	13.073517749385084	30.74346897361841	0.06959255184623758	7.111195899217754	12.670585528898348	0.331221608800443	0.2035283595291416	0.20086107484744709	0.26438895682296853	0.14404328756345097	2.142328200825345	0.6268340833300071	1.7463318333399866	0.0055140560787421515	-5198.5915471903445	-6539.452929847839	-348.1437633925563
3346000	-12108.95689143475	-362.96984395670125	-11745.987047478047	13.479528669809742	27.455353220213233	0.07898195645938612	7.566790640772788	12.670585528898348	0.3497013890084823	0.2035283595291416	0.20328143457610232	0.24348881688627397	0.1371143729734371	2.142328200825345	0.5501269969163214	1.8997460061673581	0.00587721916670333	-5195.318416217758	-6550.66863126029	-347.1647115335333
3347000	-12108.086139304382	-370.89469107703565	-11737.191448227346	13.160126448499035	30.764866144057784	0.06737724088530617	7.566790640772788	12.670585528898348	0.3497013890084823	0.19387905638171293	0.20328143457610232	0.2531381200337026	0.1371143729734371	2.142328200825345	0.5938157806117069	1.812368438776587	0.0053115136920428565	-5188.279305188618	-6548.912143038728	-355.2019588466435
3348000	-12131.428322840817	-364.5796143222756	-11766.84870851854	12.872221338430377	41.9451697797125	0.14113528362967714	7.566790640772788	12.670585528898348	0.3497013890084823	0.19387905638171293	0.20328143457610232	0.2531381200337026	0.1371143729734371	1.280228034726094	0.5590360111843987	1.8819279776312035	0.005183424151076965	-5204.770849069966	-6562.0778594485755	-349.51802888666856
3349000	-12134.796405156241	-366.409805692962	-11768.38659946328	13.469205746183992	73.36243339149028	0.20175171932939473	7.566790640772788	12.670585528898348	0.3497013890084823	0.19387905638171293	0.20328143457610232	0.2531381200337026	0.1371143729734371	1.280228034726094	0.5888849205865533	1.8222301588268943	0.005406081488341058	-5207.105862153109	-6561.280737310171	-350.099005153252
3350000	-12132.778794767462	-368.92249557408763	-11763.856299193374	13.507789374781796	40.105856717971825	0.14318589634858092	7.566790640772788	12.670585528898348	0.3497013890084823	0.19387905638171293	0.20328143457610232	0.2531381200337026	0.1371143729734371	1.280228034726094	0.5680870636293166	1.8638258727413677	0.005331354177993487	-5193.085265732362	-6570.771033461012	-353.86281951094344
3351000	-12125.449331706855	-365.1872981096111	-11760.262033597244	13.213884170659455	62.107668426861096	0.16838384980350884	7.566790640772788	12.670585528898348	0.34739710875429247	0.19618333663590276	0.20328143457610232	0.2531381200337026	0.1371143729734371	1.280228034726094	0.5496094160812062	1.9007811678375885	0.00514811187165844	-5192.748666466837	-6567.5133671304075	-349.44193293504213
3352000	-12133.378713564198	-373.24119500022255	-11760.137518563975	13.909191062206526	49.6434560501822	0.12474536727866546	7.775039096483339	12.670585528898348	0.34739710875429247	0.19618333663590276	0.20517325345485457	0.2512463011549504	0.13277299976489976	1.8391600563553097	0.5635376796653794	1.8729246406692421	0.004864345658884246	-5197.4407323015685	-6562.696786262407	-357.0710021910395
3353000	-12125.566568322143	-372.22240103386184	-11753.344167288282	14.317257398141635	37.42748146267609	0.11872801497152205	7.775039096483339	13.46884460317855	0.35014188997511964	0.19618333663590276	0.20242847223402738	0.2512463011549504	0.13277299976489976	1.8391600563553097	0.5403999853121783	1.9192000293756444	0.0049570079273087925	-5203.550529789086	-6549.793637499196	-356.26814732225995
3354000	-12128.59028631012	-370.9413388801664	-11757.648947429954	13.753834014601349	35.282265145522494	0.08885342098800447	8.474691812568532	14.632403876488635	0.35014188997511964	0.19618333663590276	0.20242847223402738	0.2512463011549504	0.13277299976489976	1.8391600563553097	0.5648154466626194	1.870369106674762	0.005234815819581713	-5215.664804736147	-6541.984142693807	-355.0202210682337
3355000	-12121.111517930398	-369.53253714752776	-11751.57898078287	13.722617068786843	29.963892919507146	0.07245430244621721	8.474691812568532	14.632403876488635	0.35014188997511964	0.19618333663590276	0.20242847223402738	0.2512463011549504	0.13277299976489976	2.06420141160286	0.5652130951269688	1.8695738097460632	0.005007311361955132	-5204.944749274873	-6546.634231507997	-353.53111369038663
3356000	-12115.290159770702	-366.9507746074662	-11748.339385163235	13.543022240858866	24.997641737732017	0.03931885143235077	8.474691812568532	13.46033440196656	0.35014188997511964	0.19618333663590276	0.20242847223402738	0.2512463011549504	0.15710602009936164	2.06420141160286	0.5118181173480936	1.9763637653038137	0.005377709255105499	-5203.383090066663	-6544.956295096573	-351.5637857800732
3357000	-12113.039303320415	-374.7712372060465	-11738.268066114368	13.706523061131795	29.071573967099173	0.08839328349613897	8.474691812568532	13.46033440196656	0.34802066874763266	0.19830455786338977	0.20242847223402738	0.2512463011549504	0.15710602009936164	2.06420141160286	0.5584107918367356	1.8831784163265297	0.005211274604067422	-5189.597600204801	-6548.670465909567	-358.72438883664245
3358000	-12118.968284987033	-370.08252968742846	-11748.885755299605	13.797397401342659	45.27737465563076	0.11899760119145064	8.474691812568532	13.46033440196656	0.3410564109205197	0.18710678628369565	0.20242847223402738	0.26940833056175745	0.15710602009936164	1.9958513861848173	0.575458236558906	1.8490835268821888	0.005389772493066416	-5201.775617595961	-6547.110137703644	-353.3712592045681
3359000	-12114.278506043303	-368.822397645732	-11745.456108397571	13.11503653268068	48.856633189566246	0.13714402718533958	8.474691812568532	13.46033440196656	0.3410564109205197	0.18710678628369565	0.20242847223402738	0.26940833056175745	0.15710602009936164	1.9958513861848173	0.6099834600327957	1.7800330799344095	0.0053573795557745356	-5202.590037691896	-6542.866070705675	-351.84296593760035
3360000	-12115.128929088496	-370.2415546304988	-11744.887374457998	13.187399729481596	44.846577198421166	0.11194783826677426	8.474691812568532	9.95434023918972	0.3410564109205197	0.18710678628369565	0.20242847223402738	0.26940833056175745	0.15710602009936164	1.9958513861848173	0.5739954727908587	1.8520090544182835	0.005440643250343261	-5204.415093497744	-6540.472280960254	-354.1899221233119
3361000	-12117.129425666466	-368.8749746985094	-11748.254450967957	13.603543112169845	42.87168044766062	0.12007982199057744	8.295928553134162	12.373419582315933	0.3410564109205197	0.18710678628369565	0.20242847223402738	0.26940833056175745	0.15710602009936164	1.9958513861848173	0.571205284366984	1.8575894312660328	0.005406502843587164	-5201.069713287978	-6547.184737679981	-352.4087716954306
3362000	-12112.082065419394	-368.5165195680997	-11743.565545851294	13.37537379010983	45.83730093300205	0.13140913068465002	8.295928553134162	10.643415863086659	0.35254609573046397	0.18710678628369565	0.20242847223402738	0.25791864575181317	0.15710602009936164	1.9958513861848173	0.5766852595609325	1.8466294808781358	0.005437121296768152	-5187.707387070433	-6555.858158780861	-352.1450205658601
3363000	-12117.745420299194	-370.57955808189195	-11747.165862217302	13.978082967796631	57.76950837480118	0.14941636516198165	8.295928553134162	10.643415863086659	0.35254609573046397	0.1912434211501183	0.19829183736760472	0.25791864575181317	0.15710602009936164	1.9958513861848173	0.5988503817749931	1.8022992364500148	0.005288572851770018	-5191.40837206207	-6555.757490155232	-353.8036794188735
3364000	-12110.138884636684	-363.4854991421284	-11746.653385494556	13.073665328074	44.256583966107065	0.10591215381438727	7.019381342363936	10.643415863086659	0.35254609573046397	0.1912434211501183	0.19829183736760472	0.25791864575181317	0.15710602009936164	1.9958513861848173	0.582245692600816	1.8355086147983688	0.0054404299531137625	-5200.209902117453	-6546.443483377103	-347.70286790247894
3365000	-12121.207567300105	-366.44777210507056	-11754.759795195036	12.813842350643583	50.70180757551839	0.13501965265751315	7.019381342363936	10.643415863086659	0.35254609573046397	0.1912434211501183	0.19829183736760472	0.25791864575181317	0.15710602009936164	1.9958513861848173	0.5574220743407393	1.8851558513185223	0.005714402333104936	-5188.985673893309	-6565.774121301727	-350.1651340832051
3366000	-12114.727359068957	-369.8796808429052	-11744.847678226051	13.00341956277412	67.09367071424741	0.17619360927600364	7.019381342363936	10.643415863086659	0.35254609573046397	0.1888377088521217	0.20069754966560133	0.25791864575181317	0.15710602009936164	1.9958513861848173	0.5846577323048356	1.8306845353903296	0.00502528238241881	-5192.456031420827	-6552.391646805226	-352.9747614158586
3367000	-12110.972503813304	-369.2433088216165	-11741.729194991687	12.806243860685091	81.43250322993663	0.20437815440577634	7.019381342363936	11.301574569253116	0.34610989380262175	0.1888377088521217	0.20069754966560133	0.2643548476796554	0.15710602009936164	1.9958513861848173	0.6044915700017686	1.7910168599964638	0.005400509332940135	-5195.345770817777	-6546.383424173911	-351.67456001530746
3368000	-12112.698204856026	-368.05994814064155	-11744.638256715385	13.127575953931713	51.247130615157644	0.15994823323294843	7.019381342363936	14.209630777319603	0.34216463924469376	0.1927829634100497	0.20069754966560133	0.2643548476796554	0.17478450681695656	2.2475232957348585	0.5885672557654441	1.8228654884691127	0.005366811639278788	-5199.880240372901	-6544.758016342484	-350.4486106994089
3369000	-12119.608110094056	-362.84137048762346	-11756.766739606432	13.003937758159575	50.311290871585065	0.1477434744868615	7.019381342363936	14.209630777319603	0.34216463924469376	0.1927829634100497	0.20069754966560133	0.2643548476796554	0.17478450681695656	1.4092088598110246	0.5642765135523582	1.8714469728952845	0.005429949315284411	-5197.945393507832	-6558.821346098599	-347.0477934537442
3370000	-12116.707359551547	-362.8331661485217	-11753.874193403026	13.778077048037453	47.777852481420034	0.16619340249412018	7.019381342363936	14.209630777319603	0.3494857271458006	0.1927829634100497	0.19337646176449444	0.2643548476796554	0.17478450681695656	2.1521914440828946	0.5969727002490757	1.8060545995018495	0.005762565134161698	-5204.378401422548	-6549.495791980478	-345.3459803473657
3371000	-12109.893107212722	-366.92604389592327	-11742.967063316799	13.094852174431258	67.09486737557833	0.2132580760211466	7.019381342363936	14.209630777319603	0.3494857271458006	0.1927829634100497	0.19337646176449444	0.2643548476796554	0.17478450681695656	2.1521914440828946	0.5774203912601422	1.8451592174797165	0.005878688648474529	-5201.659471782461	-6541.307591534339	-348.56482369701075
3372000	-12115.18751978488	-361.1053684868135	-11754.082151298067	13.269967278541806	44.09123280649712	0.12462892106636528	7.019381342363936	15.404887273274547	0.3494857271458006	0.1927829634100497	0.19337646176449444	0.2643548476796554	0.17478450681695656	1.595145382323774	0.5813848972977164	1.8372302054045682	0.005722605497624354	-5204.310634252554	-6549.771517045513	-345.10325116307916
3373000	-12110.356664522686	-359.4424623793571	-11750.914202143329	13.246753551499532	43.201468814283835	0.14484764219506022	7.019381342363936	15.404887273274547	0.3494857271458006	0.1927829634100497	0.19337646176449444	0.2643548476796554	0.17478450681695656	2.085664637049609	0.5767502077198977	1.8464995845602055	0.005665984495255407	-5205.7774470945615	-6545.1367550487685	-342.2708302226288
3374000	-12107.111947347554	-365.80704014020137	-11741.304907207352	13.374337691980568	58.5348365238386	0.1893942786463841	7.019381342363936	15.404887273274547	0.3494857271458006	0.1927829634100497	0.19337646176449444	0.2643548476796554	0.164701014583815	2.085664637049609	0.5834787946999427	1.8330424106001155	0.00565320474293692	-5195.066757327966	-6546.238149879387	-347.8705250085405
3375000	-12106.326239124963	-361.9382973028705	-11744.387941822093	13.295531442135218	74.51596267547853	0.22013539161057488	7.53214702903359	15.404887273274547	0.3494857271458006	0.1927829634100497	0.19337646176449444	0.2643548476796554	0.164701014583815	1.8706298403346997	0.5979475140374036	1.8041049719251936	0.0057959328881687965	-5192.32170366245	-6552.066238159644	-343.7144406527709
3376000	-12111.40650582455	-364.8129590701569	-11746.593546754393	12.8455140028628	71.14621714787175	0.19501570470270282	7.53214702903359	15.404887273274547	0.3494857271458006	0.1927829634100497	0.1983595080126718	0.25937180143147803	0.164701014583815	1.8706298403346997	0.5900994970538547	1.8198010058922915	0.005651287612865753	-5192.076899244186	-6554.516647510206	-346.93581350816584
3377000	-12107.592804465068	-365.16576849010437	-11742.427035974964	12.970028575964495	67.02372215028586	0.19983948533469195	7.53214702903359	12.33350943407718	0.3494857271458006	0.1927829634100497	0.1983595080126718	0.25937180143147803	0.164701014583815	1.9653372218249447	0.5884121459438196	1.8231757081123616	0.005785023797415104	-5192.445868946697	-6549.981167028267	-347.5344053902957
